Ticket No,Priority,State,Category,Sub Category,Skill Team,Hosting,Create Date,Picked Date,Completed Date,Assignee,Customer Rating,Outcome,Escalated,Reached via
T574,Low,Illinois,Cyber Consultation,BCP/DR,Finance,On Prem Cloud,2021-11-18 14:30:12,2021-11-19 11:40:39,2021-11-25 18:30:40,Charles,Unsatisfactory (2),Advised for a risk assessment,,Ticket Portal
T575,Low,Texas,Cyber Consultation,New Application Launch,Manufacturing,On Prem Server,2021-11-18 15:07:41,2021-11-18 15:12:21,2021-11-25 16:27:14,Bob,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T576,Low,Colorado,Security Gap,Obsolete Software,IT,On Prem Cloud,2021-11-19 11:22:31,2021-11-19 11:22:55,2021-11-19 11:24:15,Charles,Satisfactory (3),Resolved,,Personal Call
T577,High,Virginia,Data Leak,Insider Threat,Finance,On Prem Server,2021-11-19 11:27:18,2021-11-19 11:27:42,2021-11-19 11:29:33,Charles,Excellent (5),Resolved,,Ticket Portal
T578,Medium,Ohio,Data Privacy,Privacy Assessment,HR,On Prem Server,2021-11-19 11:33:07,2021-11-19 11:33:47,2021-11-19 11:34:13,Charles,Excellent (5),Resolved,,Ticket Portal
T579,Medium,New Jersey,Data Leak,Insider Threat,Finance,On Prem Server,2021-11-19 11:37:26,2021-11-19 11:38:10,2021-11-19 11:38:34,Charles,Satisfactory (3),Resolved,,Mail
T58,High,Mississippi,Security Gap,Unauthorized access,Manufacturing,Vendor Cloud,2021-02-12 17:45:32,2021-02-12 17:46:30,2021-02-13 11:45:18,Kareema,Excellent (5),Advised for a risk assessment,,Ticket Portal
T580,High,Pennsylvania,Data Privacy,Privacy Assessment,Finance,Vendor Cloud,2021-11-22 13:39:25,2021-11-22 13:41:26,2021-12-15 11:02:18,Sebastian,Excellent (5),Advised for a risk assessment,,Ticket Portal
T581,High,Utah,Cyber Security Breach,Trojan Attack,IT,Vendor Cloud,2021-11-22 15:18:16,2021-11-22 15:18:57,2021-11-23 11:24:03,Charlotte,Satisfactory (3),Advised for a risk assessment,,Ticket Portal
T582,High,Florida,Data Leak,Phishing,IT,On Prem Server,2021-11-22 23:08:29,2021-11-22 23:56:18,2021-12-21 18:50:33,Martina,Good (4),Advised for a risk assessment,,Mail
T583,High,California,Data Leak,Phishing,IT,On Prem Server,2021-11-23 10:16:21,2021-11-23 10:17:11,2021-11-23 14:48:31,Veronica,Unsatisfactory (2),Advised for a risk assessment,,Ticket Portal
T584,Medium,California,Data Privacy,PCI-DSS,Legal,On Prem Cloud,2021-11-23 17:20:51,2021-11-24 11:30:41,2021-12-03 10:29:19,Bob,Excellent (5),Resolved,,Ticket Portal
T585,High,Virginia,Cyber Security Breach,Firewall,IT,Vendor Cloud,2021-11-23 21:07:19,2021-11-23 21:14:04,2021-11-24 18:02:09,Sylviya,Excellent (5),Resolved,,Ticket Portal
T586,Low,Massachusetts,Data Privacy,GDPR,Finance,On Prem Cloud,2021-11-23 22:42:04,2021-11-23 22:56:43,2021-11-29 23:41:05,Martina,Unsatisfactory (2),Resolved,,Ticket Portal
T587,High,California,Data Privacy,PCI-DSS,HR,On Prem Server,2021-11-24 11:23:33,2021-11-24 11:24:11,2021-11-24 11:25:00,Robbin,Good (4),Resolved,,Ticket Portal
T588,Low,New York,Data Leak,Vishing,Finance,Vendor Cloud,2021-11-25 23:54:43,2021-11-26 09:36:50,2021-12-07 08:13:19,Cinderalla,Excellent (5),Advised for a risk assessment,,Ticket Portal
T589,High,New York,Cyber Security Breach,Trojan Attack,Marketing,On Prem Cloud,2021-11-29 12:15:58,2021-11-29 12:16:32,2021-11-29 12:18:29,Allan,Excellent (5),Advised for a risk assessment,,Ticket Portal
T59,Low,Illinois,Data Leak,Vishing,HR,On Prem Server,2021-02-13 10:30:54,2021-02-13 10:40:27,2021-02-13 19:16:37,Benny,Excellent (5),Resolved,,Ticket Portal
T590,High,Florida,Cyber Consultation,Database Security,Marketing,On Prem Server,2021-11-29 12:44:40,2021-11-29 12:44:54,2021-11-29 12:48:36,Allan,Unsatisfactory (2),Resolved,,Ticket Portal
T591,Medium,California,Data Privacy,PCI-DSS,Marketing,Vendor Cloud,2021-11-29 12:51:24,2021-11-29 12:51:43,2021-11-29 12:53:47,Allan,Excellent (5),Resolved,,Mail
T592,Low,Illinois,Cyber Consultation,Access Management,Manufacturing,Vendor Cloud,2021-11-29 12:56:58,2021-11-29 12:57:14,2021-11-29 13:03:47,Allan,Good (4),Recommended Threat Assessment,,Ticket Portal
T593,Low,Pennsylvania,Data Leak,Phishing,IT,Vendor Cloud,2021-11-29 13:07:32,2021-11-29 13:10:01,2021-11-29 13:10:11,Allan,Excellent (5),Resolved,,Personal Call
T594,High,New York,Cyber Security Breach,Firewall,IT,Vendor Cloud,2021-11-29 13:17:47,2021-11-29 13:19:46,2021-11-29 13:32:03,Allan,Satisfactory (3),Resolved,,Mail
T595,High,Illinois,Cyber Security Breach,Firewall,HR,On Prem Cloud,2021-11-29 16:58:49,2021-11-29 17:03:07,2021-12-02 17:47:23,Cinderalla,Excellent (5),Advised for a risk assessment,,Ticket Portal
T596,Low,Michigan,Data Leak,Phishing,Finance,On Prem Server,2021-11-30 21:03:35,2021-12-01 09:44:53,2021-12-02 18:06:52,Cinderalla,Good (4),Recommended Threat Assessment,,Ticket Portal
T597,High,California,Cyber Security Breach,Firewall,HR,Vendor Cloud,2021-12-02 09:19:51,2021-12-03 14:39:33,2021-12-09 11:52:41,Bob,Excellent (5),Resolved,,Ticket Portal
T598,Low,New York,Data Privacy,Privacy Assessment,Finance,On Prem Cloud,2021-12-02 12:46:50,2021-12-02 12:47:28,2021-12-02 12:48:48,Robbin,Excellent (5),Resolved,,Ticket Portal
T599,High,Virginia,Data Privacy,HIPAA,HR,On Prem Server,2021-12-02 12:49:47,2021-12-02 12:50:59,2021-12-02 12:53:33,Robbin,Unsatisfactory (2),Recommended Threat Assessment,,Ticket Portal
T60,Low,Massachusetts,Data Privacy,Privacy Assessment,IT,On Prem Cloud,2021-02-14 13:09:02,2021-02-14 16:35:18,2021-02-18 17:02:56,Martina,Excellent (5),Advised for a risk assessment,,Mail
T600,Low,Florida,Data Privacy,PCI-DSS,Finance,On Prem Server,2021-12-02 20:54:36,2021-12-02 22:16:02,2021-12-03 20:00:16,Martina,Unsatisfactory (2),Recommended Threat Assessment,,Ticket Portal
T601,Medium,Massachusetts,Cyber Consultation,Application Offboarding,HR,On Prem Server,2021-12-02 23:17:01,2021-12-03 09:40:02,2021-12-07 18:18:33,Cinderalla,Excellent (5),Resolved,,Ticket Portal
T602,Medium,Georgia,Cyber Consultation,Access Management,IT,On Prem Cloud,2021-12-03 13:06:45,2021-12-03 13:15:37,2021-12-09 09:23:51,Cinderalla,Excellent (5),Resolved,,Mail
T603,Low,Oregon,Security Gap,Unauthorized software,IT,On Prem Cloud,2021-12-03 19:40:51,2021-12-03 21:14:21,2021-12-03 21:34:29,Charlotte,Excellent (5),Advised for a risk assessment,,Ticket Portal
T604,High,Illinois,Cyber Security Breach,Firewall,Legal,On Prem Cloud,2021-12-03 20:54:19,2021-12-03 21:08:00,2021-12-03 21:46:32,Martina,Good (4),Recommended Threat Assessment,,Ticket Portal
T605,Low,Michigan,Data Privacy,HIPAA,Manufacturing,On Prem Server,2021-12-03 23:31:56,2021-12-03 23:33:25,2021-12-04 00:41:49,Sylviya,Excellent (5),Resolved,,Personal Call
T606,High,Texas,Data Privacy,Privacy Assessment,HR,Vendor Cloud,2021-12-06 09:47:19,2021-12-06 09:49:19,2021-12-13 16:51:38,Sebastian,Satisfactory (3),Recommended Threat Assessment,,Ticket Portal
T607,High,California,Cyber Consultation,Database Security,Legal,Vendor Cloud,2021-12-07 01:51:56,2021-12-07 17:33:05,2021-12-15 20:11:46,Michael,Excellent (5),Resolved,,Ticket Portal
T608,Low,Washington,Data Privacy,HIPAA,Marketing,Vendor Cloud,2021-12-07 20:21:27,2021-12-07 20:21:44,2022-02-17 23:16:48,Aleena,Satisfactory (3),Recommended Threat Assessment,,Ticket Portal
T609,Low,Tennessee,Data Privacy,PCI-DSS,Marketing,Vendor Cloud,2021-12-08 03:23:15,2021-12-08 15:01:56,2021-12-15 21:49:32,Sean,Excellent (5),Resolved,,Mail
T61,Low,Ohio,Data Leak,Phishing,HR,On Prem Server,2021-02-17 09:56:50,2021-02-17 09:57:11,2021-02-17 09:58:19,Benny,Excellent (5),Resolved,,Ticket Portal
T610,High,Pennsylvania,Data Leak,Insider Threat,Legal,On Prem Cloud,2021-12-08 22:17:00,2021-12-09 10:09:47,2021-12-13 15:16:49,Bob,Excellent (5),Resolved,,Personal Call
T611,High,New York,Security Gap,Unauthorized software,Legal,On Prem Cloud,2021-12-09 17:30:58,2021-12-09 17:36:17,2021-12-12 10:44:59,Cinderalla,Unsatisfactory (2),Advised for a risk assessment,,Ticket Portal
T612,Low,New Jersey,Security Gap,Password non-expiry,Marketing,On Prem Server,2021-12-09 22:46:59,2021-12-09 22:53:49,2022-01-13 02:37:08,Martina,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T613,Low,Virginia,Data Privacy,GDPR,IT,Vendor Cloud,2021-12-10 00:14:38,2021-12-10 00:17:52,2021-12-10 18:09:41,Martina,Excellent (5),Advised for a risk assessment,,Personal Call
T614,High,Colorado,Data Privacy,HIPAA,Legal,Vendor Cloud,2021-12-13 16:21:49,2021-12-13 17:12:44,2021-12-21 15:11:50,Michael,Satisfactory (3),Advised for a risk assessment,,Personal Call
T615,High,Texas,Cyber Security Breach,Trojan Attack,Legal,Vendor Cloud,2021-12-13 16:58:35,2021-12-13 17:00:01,2021-12-15 10:58:04,Sebastian,Satisfactory (3),Advised for a risk assessment,,Personal Call
T616,High,Virginia,Data Privacy,GDPR,Manufacturing,On Prem Server,2021-12-13 17:06:07,2021-12-13 17:14:13,2021-12-17 19:21:34,Michael,Satisfactory (3),Recommended Threat Assessment,,Ticket Portal
T617,Medium,Oregon,Data Leak,Phishing,IT,On Prem Server,2021-12-13 17:14:59,2021-12-13 17:16:02,2021-12-13 21:00:58,Sebastian,Excellent (5),Resolved,,Ticket Portal
T618,High,Mississippi,Data Leak,Phishing,HR,On Prem Cloud,2021-12-15 15:36:58,2021-12-15 15:39:48,2021-12-20 16:42:58,Michael,Unsatisfactory (2),Resolved,,Ticket Portal
T619,High,New York,Cyber Consultation,BCP/DR,Finance,On Prem Server,2021-12-15 20:21:38,2021-12-16 09:27:08,2021-12-21 10:19:36,Charles,Excellent (5),Advised for a risk assessment,,Ticket Portal
T62,Low,Florida,Cyber Consultation,Application Offboarding,Manufacturing,On Prem Server,2021-02-17 16:26:43,2021-02-17 16:28:48,2021-07-16 09:06:41,Bob,Excellent (5),Advised for a risk assessment,,Ticket Portal
T620,Low,New Jersey,Cyber Consultation,Access Management,HR,On Prem Server,2021-12-17 15:30:13,2021-12-17 15:30:27,2022-03-22 09:32:06,Bob,Excellent (5),Resolved,,Personal Call
T621,Low,California,Data Privacy,Privacy Assessment,Manufacturing,On Prem Cloud,2021-12-20 11:42:38,2021-12-20 11:45:18,2021-12-20 12:04:49,Cinderalla,Unsatisfactory (2),Recommended Threat Assessment,,Personal Call
T622,Low,Kentucky,Data Leak,Vishing,HR,On Prem Server,2021-12-20 15:57:46,2021-12-20 15:58:34,2022-02-17 17:35:35,Aleena,Good (4),Recommended Threat Assessment,,Ticket Portal
T623,High,California,Data Privacy,PCI-DSS,Marketing,On Prem Server,2021-12-21 06:05:10,2021-12-21 10:51:42,2021-12-21 14:21:07,Michael,Excellent (5),Advised for a risk assessment,,Ticket Portal
T624,High,Colorado,Data Privacy,PCI-DSS,HR,On Prem Server,2021-12-30 03:56:48,2021-12-30 10:54:30,2021-12-30 17:53:12,Benny,Excellent (5),Advised for a risk assessment,,Mail
T625,Low,Georgia,Cyber Consultation,Access Management,IT,Vendor Cloud,2021-12-30 15:22:24,2021-12-30 15:26:01,2021-12-30 15:31:27,Allan,Good (4),Advised for a risk assessment,,Ticket Portal
T626,High,California,Security Gap,Obsolete Software,HR,On Prem Cloud,2021-12-30 15:50:59,2021-12-30 15:51:41,2021-12-30 15:52:35,Allan,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T627,High,New Jersey,Data Leak,Phishing,Finance,On Prem Server,2021-12-30 16:12:46,2021-12-30 16:13:16,2022-01-03 11:48:54,Allan,Unsatisfactory (2),Advised for a risk assessment,,Ticket Portal
T63,Medium,New York,Data Leak,Insider Threat,Marketing,Vendor Cloud,2021-02-17 21:07:22,2021-02-17 21:17:00,2021-07-13 18:57:52,Martina,Unsatisfactory (2),Resolved,Yes,Ticket Portal
T64,High,New York,Data Privacy,HIPAA,IT,On Prem Server,2021-02-18 20:29:44,2021-02-18 20:36:58,2021-06-02 10:13:11,Charles,Excellent (5),Recommended Threat Assessment,,Mail
T65,Low,California,Data Privacy,HIPAA,Manufacturing,Vendor Cloud,2021-02-18 20:43:40,2021-02-18 20:49:27,2021-02-25 19:11:39,Charles,Excellent (5),Recommended Threat Assessment,,Mail
T66,Medium,North Carolina,Data Leak,Phishing,Marketing,On Prem Server,2021-02-19 06:13:10,2021-02-19 06:18:05,2021-02-19 18:52:38,Benny,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T67,High,Wisconsin,Cyber Security Breach,Malware Attack,IT,On Prem Server,2021-02-19 13:58:37,2021-02-19 14:01:10,2021-06-02 10:20:17,Martina,Excellent (5),Resolved,,Mail
T68,High,California,Data Leak,Vishing,HR,On Prem Server,2021-02-19 18:34:13,2021-02-19 18:37:33,2021-02-24 12:17:12,Martina,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T69,Low,District of Columbia,Data Privacy,Privacy Assessment,IT,On Prem Server,2021-02-20 15:49:29,2021-02-20 15:55:21,2021-02-28 10:11:19,Cinderalla,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T70,High,New York,Data Privacy,HIPAA,HR,On Prem Server,2021-02-20 21:23:05,2021-02-20 21:27:39,2021-02-20 21:27:39,Martina,Excellent (5),Resolved,,Ticket Portal
T71,Low,Pennsylvania,Data Privacy,Privacy Assessment,HR,Vendor Cloud,2021-02-25 11:01:58,2021-02-25 11:05:05,31-02-2021  11:30:57,Sebastian,Excellent (5),Resolved,,Personal Call
T72,High,Virginia,Data Leak,Phishing,Finance,Vendor Cloud,2021-02-26 11:43:32,2021-02-26 11:44:57,2021-02-26 11:46:01,Kareema,Excellent (5),Resolved,,Personal Call
T73,High,Florida,Security Gap,Obsolete Software,Manufacturing,On Prem Cloud,2021-02-26 19:27:29,2021-02-26 19:30:28,2021-09-22 11:17:35,Robbin,Good (4),Recommended Threat Assessment,,Personal Call
T74,High,North Carolina,Cyber Security Breach,Malware Attack,IT,On Prem Server,2021-02-27 15:58:08,2021-02-27 16:15:46,2021-06-08 09:23:55,Martina,Excellent (5),Advised for a risk assessment,,Ticket Portal
T75,Low,Washington,Cyber Consultation,New Application Launch,Finance,On Prem Server,2021-02-28 15:09:43,2021-02-28 15:12:37,2021-06-22 16:21:05,Kareema,Good (4),Resolved,,Ticket Portal
T76,High,California,Data Privacy,GDPR,IT,Vendor Cloud,2021-03-03 12:46:36,2021-03-03 12:48:31,2021-06-03 16:35:26,Sean,Excellent (5),Advised for a risk assessment,,Ticket Portal
T77,High,California,Data Privacy,GDPR,IT,Vendor Cloud,2021-03-03 12:46:36,2021-03-03 12:48:31,2021-06-03 16:35:26,Bob,Excellent (5),Advised for a risk assessment,,Personal Call
T78,Low,Minnesota,Cyber Consultation,BCP/DR,IT,On Prem Server,2021-03-04 09:52:44,2021-03-04 10:12:46,2021-03-17 09:44:31,Michael,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T79,Low,Minnesota,Cyber Consultation,BCP/DR,IT,On Prem Server,2021-03-04 09:52:44,2021-03-04 10:12:46,2021-03-17 09:44:31,Bob,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T80,Low,New York,Security Gap,Password non-expiry,IT,On Prem Server,2021-03-04 10:55:13,2021-03-04 10:55:31,2021-03-18 11:06:54,Allan,Excellent (5),Advised for a risk assessment,,Personal Call
T81,High,Texas,Cyber Consultation,Application Offboarding,Marketing,On Prem Server,2021-03-05 21:27:59,2021-03-05 21:45:26,2021-03-07 20:14:33,Martina,Good (4),Advised for a risk assessment,,Ticket Portal
T82,High,Utah,Data Leak,Insider Threat,IT,On Prem Server,2021-03-05 21:33:49,2021-04-28 22:11:07,2021-03-10 18:30:56,Martina,Good (4),Recommended Threat Assessment,,Mail
T83,High,New Jersey,Data Privacy,HIPAA,Legal,Vendor Cloud,2021-03-06 19:36:07,2021-07-08 01:39:57,2021-03-11 10:17:39,Sean,Unsatisfactory (2),Advised for a risk assessment,Yes,Ticket Portal
T84,High,New Jersey,Data Privacy,HIPAA,Legal,Vendor Cloud,2021-03-06 19:36:07,2021-07-08 01:39:57,2021-03-11 10:17:39,Bob,Unsatisfactory (2),Advised for a risk assessment,Yes,Ticket Portal
T85,Low,California,Cyber Consultation,Segregation of Duties,Manufacturing,Vendor Cloud,2021-03-06 19:47:31,2021-03-06 20:09:09,2021-03-10 11:04:50,Sylviya,Good (4),Advised for a risk assessment,,Mail
T86,Low,Louisiana,Data Leak,Insider Threat,IT,On Prem Cloud,2021-03-07 14:38:25,2021-03-07 14:41:55,2021-09-03 17:36:57,Kareema,Good (4),Advised for a risk assessment,,Ticket Portal
T87,High,California,Cyber Consultation,Application Offboarding,IT,On Prem Cloud,2021-03-07 17:14:22,2021-03-07 18:23:03,2021-03-18 11:03:29,Allan,Good (4),Resolved,,Personal Call
T88,Low,Georgia,Data Privacy,PCI-DSS,Legal,Vendor Cloud,2021-03-10 17:10:40,2021-03-10 17:15:26,2021-03-20 10:34:05,Bob,Satisfactory (3),Advised for a risk assessment,,Mail
T89,Low,New York,Data Leak,Phishing,Manufacturing,Vendor Cloud,2021-03-10 17:24:24,2021-03-10 17:26:05,2021-03-21 20:07:29,Aleena,Unsatisfactory (2),Resolved,Yes,Mail
T90,High,California,Cyber Security Breach,Firewall,IT,On Prem Server,2021-03-10 17:24:24,2021-03-10 17:26:05,2021-03-21 20:07:29,Aleena,Satisfactory (3),Advised for a risk assessment,,Ticket Portal
T91,High,Virginia,Cyber Security Breach,Spyware,Finance,On Prem Server,2021-03-11 12:15:51,2021-03-11 12:16:58,2021-03-13 22:08:47,Charlotte,Excellent (5),Advised for a risk assessment,,Mail
T92,Low,California,Data Privacy,HIPAA,Finance,On Prem Server,2021-03-11 17:17:50,2021-03-11 17:18:56,2021-03-13 11:46:33,Kareema,Excellent (5),Resolved,,Ticket Portal
T93,Medium,California,Data Privacy,PCI-DSS,Legal,On Prem Server,2021-03-11 23:36:34,2021-03-12 01:18:18,2021-03-17 21:45:50,Sean,Excellent (5),Resolved,,Ticket Portal
T94,Medium,California,Data Privacy,PCI-DSS,Legal,On Prem Server,2021-03-11 23:36:34,2021-03-12 01:18:18,2021-03-17 21:45:50,Martina,Excellent (5),Resolved,,Mail
T95,High,Colorado,Data Privacy,HIPAA,HR,Vendor Cloud,2021-03-12 11:55:31,2021-03-12 11:58:38,2021-03-17 09:47:17,Michael,Excellent (5),Resolved,,Ticket Portal
T96,High,California,Cyber Security Breach,Firewall,IT,On Prem Server,2021-03-12 11:55:31,2021-03-12 11:58:38,2021-03-17 09:47:17,Benny,Excellent (5),Resolved,,Personal Call
T97,High,Colorado,Data Privacy,HIPAA,HR,Vendor Cloud,2021-03-12 11:55:31,2021-03-12 11:58:38,2021-03-17 09:47:17,Benny,Excellent (5),Resolved,,Mail
T98,High,Virginia,Cyber Consultation,BCP/DR,IT,On Prem Server,2021-03-12 17:45:32,2021-03-12 17:46:30,2021-03-13 11:45:18,Kareema,Good (4),Advised for a risk assessment,,Ticket Portal
T99,High,Utah,Data Privacy,GDPR,Finance,On Prem Server,2021-03-13 14:20:06,2021-03-13 14:28:47,2021-03-17 10:43:52,Benny,Excellent (5),Resolved,,Ticket Portal
